pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,1.9,1.3,-0.8,0,,,,0,0.4,0.36,-0.24,0.17399,0.16141,-0.10414,0,55.3,51.3,-33.1
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,18,0,0,0,,,,,0.71,0,0,0.18,0,0,0,56.6,0,0
HATS-62,b,HATS-62 b,Transit,0.04163,0.00024,-0.00016,0,0.298,,,0,0.9,0.01,-0.01,0.179,0,0,0,56.89157,0,0
WASP-127,b,WASP-127 b,Transit,0.052,0.0005,-0.0005,0,,,,,1.08,0.03,-0.03,0.18,0.02,-0.02,0,57.2094,6.3566,-6.3566
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,8,0,0,0,,,,0,0.41,0.3,-0.21,0.19,0.18,-0.11,0,60.3877,57.2094,-34.9613
HD 221416,b,HD 221416 b,Transit,0.1228,0.0025,-0.0026,0,0.115,0.034,-0.03,0,1.21,0.07,-0.07,0.19,0.018,-0.018,0,60.5,5.7,-5.7
HAT-P-18,b,HAT-P-18 b,Transit,0.0559,0.0007,-0.0007,0,0.084,0.048,-0.048,0,0.77,0.03,-0.03,0.197,0.013,-0.013,0,62.61,4.132,-4.132
Kepler-413,b,Kepler-413 b,Transit,0.3553,0.002,-0.0018,0,0.1181,0.0018,-0.0017,0,0.82,0.01,-0.01,0.211,0.069,-0.066,0,67,22,-21
HAT-P-12,b,HAT-P-12 b,Transit,0.0384,0.0003,-0.0003,0,0,,,0,0.73,0.02,-0.02,0.211,0.012,-0.012,0,67.059,3.814,-3.814
CoRoT-8,b,CoRoT-8 b,Transit,0.063,0.001,-0.001,0,0,,,0,0.88,0.04,-0.04,0.22,0.03,-0.03,0,69.92,9.53,-9.53
Kepler-34,b,Kepler-34 b,Transit,1.0896,0.0009,-0.0009,0,0.182,0.016,-0.02,0,1.05,0,0,0.22,0.011,-0.01,0,69.92,3.496,-3.178
K2-261,b,K2-261 b,Transit,0.102,0.019,-0.02,0,0.39,0.15,-0.15,0,1.1,0.01,-0.02,0.223,0.031,-0.031,0,70.87609,9.85273,-9.85273
NGTS-5,b,NGTS-5 b,Transit,0.0382,0.0013,-0.0013,0,0,,,0,0.66,0.07,-0.06,0.229,0.037,-0.037,0,72.78307,11.75971,-11.75971
HATS-5,b,HATS-5 b,Transit,0.0542,0.0006,-0.0006,0,0.019,0.019,-0.019,0,0.94,0.03,-0.03,0.237,0.012,-0.012,0,75.323,3.814,-3.914
Kepler-425,b,Kepler-425 b,Transit,0.0464,0.0008,-0.0008,0,0.33,,,1,0.93,0.05,-0.05,0.25,0.08,-0.08,0,79.45,25.43,-25.43
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,2.59,0.43,-0.34,0,,,,,0.41,0.07,-0.07,0.25171,0.0409,-0.0409,0,80,13,-13
HATS-43,b,HATS-43 b,Transit,0.04944,0.00046,-0.00046,0,0.173,0.089,-0.089,0,0.84,0.02,-0.02,0.261,0.054,-0.054,0,82.95363,17.16282,-17.16282
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,2.5,2.2,-1.1,0,,,,0,0.4,0.36,-0.24,0.26335,0.27184,-0.16109,0,83.7,86.4,-51.2
HAT-P-38,b,HAT-P-38 b,Transit,0.0523,0.0009,-0.0009,0,0.067,0.047,-0.047,0,0.89,0.04,0,0.267,0.02,-0.02,0,84.857,6.356,-6.356
CoRoT-25,b,CoRoT-25 b,Transit,0.0578,0.002,-0.0009,0,0,,,0,1.09,0.11,-0.05,0.27,0.04,-0.04,0,85.81,12.71,-12.71
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,1.72,0.56,-0.48,0,,,,,0.18,0.32,-0.11,0.27,0.48,-0.16,0,85.8141,152.5584,-50.8528
WASP-131,b,WASP-131 b,Transit,0.0607,0.0009,-0.0009,0,0,,,0,1.06,0.06,-0.06,0.27,0.02,-0.02,0,85.8141,6.3566,-6.3566
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,4.5,2.1,-1,0,0.15,0.17,-0.1,0,0.51,0.05,-0.04,0.27,0.02,-0.02,0,86,7,-7
WASP-147,b,WASP-147 b,Transit,0.0549,0.0012,-0.0013,0,0,,,0,1.04,0.07,-0.07,0.275,0.028,-0.027,0,87.40325,8.89924,-8.58141
WASP-160 B,b,WASP-160 B b,Transit,0.0452,0.0012,-0.0012,0,0,,,0,0.87,0.07,-0.07,0.278,0.044,-0.045,0,88.35674,13.98452,-14.30235
WASP-39,b,WASP-39 b,Transit,0.0486,0.0005,-0.0005,0,0,,,0,0.93,0.03,0,0.28,0.03,-0.03,0,88.989,9.535,-9.535
Kepler-427,b,Kepler-427 b,Transit,0.091,0.01,-0.01,0,0.57,,,1,0.96,0.06,-0.06,0.29,0.09,-0.09,0,92.17,28.6,-28.6
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,3.6,1.4,-1.2,0,,,,0,0.54,0.3,-0.23,0.29,0.16,-0.13,0,92.1707,50.8528,-41.3179
HAT-P-19,b,HAT-P-19 b,Transit,0.0466,0.0008,-0.0008,0,0.067,0.042,-0.042,0,0.84,0.04,-0.04,0.292,0.018,-0.018,0,92.802,5.721,-5.721
WASP-181,b,WASP-181 b,Transit,0.05427,0.00069,-0.00069,0,,,,0,1.04,0.04,-0.04,0.299,0.034,-0.034,0,95.03117,10.80622,-10.80622
WASP-21,b,WASP-21 b,Transit,0.052,0.00041,-0.00044,0,0,,,0,0.89,0.08,-0.08,0.3,0.011,-0.011,0,95.345,3.496,-3.496
WASP-83,b,WASP-83 b,Transit,0.059,0.001,-0.001,0,0,,,0,1.11,0.09,-0.09,0.3,0.03,-0.03,0,95.349,9.5349,-9.5349
HAT-P-51,b,HAT-P-51 b,Transit,0.05069,0.00049,-0.00049,0,0.123,,,1,0.98,0.03,-0.03,0.309,0.018,-0.018,0,98.20947,5.72094,-5.72094
WASP-151,b,WASP-151 b,Transit,0.055,0.001,-0.001,0,0.003,,,1,1.08,0.08,-0.08,0.31,0.04,-0.03,0,98.5273,12.7132,-9.5349
WASP-20,b,WASP-20 b,Transit,0.06,0.00069,-0.00069,0,0,,,0,1.2,0.04,-0.04,0.311,0.017,-0.017,0,98.841,5.403,-5.403
K2-287,b,K2-287 b,Transit,0.1206,0.0008,-0.0008,0,0.478,0.025,-0.026,0,1.06,0.02,-0.02,0.315,0.027,-0.027,0,100.11645,8.58141,-8.58141
HATS-6,b,HATS-6 b,Transit,0.03623,0.00042,-0.00057,0,0,,,0,0.57,0.02,-0.03,0.319,0.07,-0.07,0,101.38777,22.2481,-22.2481
Kepler-16,b,Kepler-16 b,Transit,0.7048,0.0011,-0.0011,0,0.0069,0.001,-0.0015,0,0.69,0,0,0.333,0.016,-0.016,0,105.833,5.085,-5.085
KOI-94,d,KOI-94 d,Transit,0.1684,0.0022,-0.0022,0,0.022,0.038,-0.038,0,1.28,0.05,-0.05,0.334,0.035,-0.035,0,106,11,-11
K2-295,b,K2-295 b,Transit,0.0451,0.0006,-0.0014,0,0,,,0,0.74,0.04,-0.04,0.335,0.062,-0.062,0,106.47305,19.70546,-19.70546
Kepler-426,b,Kepler-426 b,Transit,0.0414,0.001,-0.001,0,0.18,,,1,0.91,0.06,-0.06,0.34,0.08,-0.08,0,108.06,25.43,-25.43
HAT-P-67,b,HAT-P-67 b,Transit,0.06505,0.00273,-0.00079,0,0,,,0,1.64,0.15,-0.07,0.34,0.25,-0.19,0,108.0622,79.4575,-60.3877
KMT-2018-BLG-1990L,b,KMT-2018-BLG-1990L b,Microlensing,0.763,0.219,-0.145,0,,,,0,0.09,0.04,-0.02,0.348,0.132,-0.087,0,110.60484,41.95356,-27.65121
HAT-P-44,b,HAT-P-44 b,Transit,0.0507,0.0007,-0.0007,0,0.044,0.052,-0.052,0,0.94,0.04,-0.04,0.352,0.029,-0.029,0,111.871,9.217,-9.217
Qatar-8,b,Qatar-8 b,Transit,0.0474,0.0008,-0.0008,0,0,,,0,1.03,0.05,-0.05,0.371,0.062,-0.062,0,117.91493,19.70546,-19.70546
Kepler-63,b,Kepler-63 b,Transit,0.08,0.002,-0.002,0,0.45,,,1,0.98,0.04,-0.04,0.378,0,0,1,120,0,0
Kepler-38,b,Kepler-38 b,Transit,0.4632,0.0082,-0.0092,0,0.032,,,1,0.94,0.06,-0.06,0.384,0,0,1,122,0,0
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,0.9,0.52,-0.5,0,,,,,0.34,0.12,-0.2,0.39,0.14,-0.23,0,123,44,-73
HATS-50,b,HATS-50 b,Transit,0.05046,0.0006,-0.0006,0,0.516,,,1,1.17,0.04,-0.04,0.39,0.1,-0.1,0,123.9537,31.783,-31.783
WASP-153,b,WASP-153 b,Transit,0.048,0.001,-0.001,0,0.009,,,1,1.34,0.09,-0.09,0.39,0.02,-0.02,0,123.9537,6.3566,-6.3566
K2-232,b,K2-232 b,Transit,0.10356,0.00081,-0.00077,0,0.258,0.025,-0.025,0,1.19,0.03,-0.03,0.398,0.037,-0.037,0,126.49634,11.75971,-11.75971
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,2.424,0.757,-0.783,0,,,,0,0.25,0.27,-0.13,0.401,0.637,-0.257,0,127.44983,202.45771,-81.68231
WASP-132,b,WASP-132 b,Transit,0.067,0.001,-0.001,0,0,,,0,0.8,0.04,-0.04,0.41,0.03,-0.03,0,130.3103,9.5349,-9.5349
HD 1397,b,HD 1397 b,Transit,0.1097,0.0011,-0.0013,0,0.251,0.02,-0.019,0,1.32,0.04,-0.05,0.415,0.02,-0.02,0,131.89945,6.3566,-6.3566
Kepler-289,c,Kepler-289 c,Transit,0.51,0.03,-0.03,0,,,,,1.08,0.02,-0.02,0.42,0.05,-0.05,0,132,17,-17
WASP-168,b,WASP-168 b,Transit,0.0519,0.0008,-0.0008,0,0,,,0,1.08,0.05,-0.05,0.42,0.04,-0.04,0,133.4886,12.7132,-12.7132
K2-60,b,K2-60 b,Transit,0.045,0.003,-0.003,0,0,,,0,0.97,0.07,-0.07,0.426,0.037,-0.037,0,135.39558,11.75971,-11.75971
Kepler-422,b,Kepler-422 b,Transit,0.082,0.011,-0.01,0,,,,,1.15,0.06,-0.06,0.43,0.13,-0.13,0,136.66,41.32,-41.32
Kepler-77,b,Kepler-77 b,Transit,0.04501,0.00063,-0.00063,0,0,,,0,0.95,0.04,-0.04,0.43,0.032,-0.032,0,136.661,10.17,-10.17
OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,Microlensing,1.7,0.38,-0.39,0,,,,0,0.3,0.15,-0.12,0.43,0.21,-0.17,0,136.6669,66.7443,-54.0311
Kepler-12,b,Kepler-12 b,Transit,0.0553,0.001,-0.0012,0,,,,,1.17,0.05,-0.05,0.432,0.053,-0.051,0,137.30256,16.84499,-16.20933
WASP-144,b,WASP-144 b,Transit,0.0316,0.0005,-0.0005,0,0,,,0,0.81,0.04,-0.04,0.44,0.06,-0.06,0,139.8452,19.0698,-19.0698
Kepler-7,b,Kepler-7 b,Transit,0.06067,0.00059,-0.00059,0,,,,,1.36,0.03,-0.03,0.441,0.043,-0.042,0,140.16303,13.66669,-13.34886
WASP-52,b,WASP-52 b,Transit,0.0272,0.0003,-0.0003,0,0,,,0,0.87,0.03,-0.03,0.46,0.02,-0.02,0,146.2,6.36,-6.36
CoRoT-5,b,CoRoT-5 b,Transit,0.04947,0.00026,-0.00029,0,0.09,0.09,-0.04,0,1,0.02,-0.02,0.467,0.047,-0.024,0,148.42,14.937,-7.628
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,1.6,0.4,-0.3,0,,,,,0.29,0.33,-0.16,0.47,0.54,-0.26,0,149.3801,171.6282,-82.6358
WASP-172,b,WASP-172 b,Transit,0.0694,0.0011,-0.0011,0,0,,,0,1.49,0.07,-0.07,0.47,0.1,-0.1,0,149.3801,31.783,-31.783
WASP-113,b,WASP-113 b,Transit,0.05885,0.0001,-0.0001,0,0,,,0,1.32,0.07,-0.07,0.475,0.054,-0.052,0,150.96925,17.16282,-16.52716
WASP-31,b,WASP-31 b,Transit,0.04659,0.00035,-0.00035,0,0,,,0,1.16,0.03,0,0.478,0.029,-0.029,0,151.916,9.217,-9.217
WASP-96,b,WASP-96 b,Transit,0.0453,0.0013,-0.0013,0,0,,,0,1.06,0.09,-0.09,0.48,0.03,-0.03,0,152.55,9.53,-9.53
CoRoT-28,b,CoRoT-28 b,Transit,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,1.01,0.14,-0.14,0.484,0.087,-0.087,0,153.82972,27.65121,-27.65121
HAT-P-46,b,HAT-P-46 b,Transit,0.0577,0.0014,-0.0009,0,0.123,0.12,-0.12,0,1.28,0.1,-0.06,0.493,0.082,-0.052,0,156.684,26.061,-16.526
Kepler-32,c,Kepler-32 c,Transit,0.09,0,0,0,,,,,0.58,0.05,-0.05,0.5,0,0,1,158.9,0,0
K2-137,b,K2-137 b,Transit,0.0058,0.0006,-0.0006,0,0,,,0,0.46,0.05,-0.05,0.5,0,0,1,158.915,0,0
Kepler-1654,b,Kepler-1654 b,Transit,2.026,0.037,-0.035,0,0.26,0.21,-0.11,0,1.01,0.06,-0.05,0.5,0,0,1,158.915,0,0
WASP-183,b,WASP-183 b,Transit,0.04632,0.00075,-0.00075,0,,,,0,0.78,0.04,-0.04,0.502,0.047,-0.047,0,159.55066,14.93801,-14.93801
Kepler-45,b,Kepler-45 b,Transit,0.03,0,0,0,0.11,0.1,-0.09,0,0.59,0.06,-0.06,0.505,0.09,-0.09,0,160.497,28.604,-28.604
WASP-177,b,WASP-177 b,Transit,0.03957,0.00058,-0.00058,0,,,,0,0.88,0.04,-0.04,0.508,0.038,-0.038,0,161.45764,12.07754,-12.07754
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,3.11,0.49,-0.49,0,,,,,0.71,0.22,-0.22,0.51,0.16,-0.16,0,162.09,50.85,-50.85
WASP-118,b,WASP-118 b,Transit,0.05453,0.00048,-0.00048,0,0,,,0,1.32,0.04,-0.04,0.514,0.02,-0.02,0,163.36462,6.3566,-6.3566
CoRoT-26,b,CoRoT-26 b,Transit,0.0526,0.001,-0.001,0,0,,,0,1.09,0.06,-0.06,0.52,0.05,-0.05,0,165.26,15.89,-15.89
HAT-P-1,b,HAT-P-1 b,Transit,0.05561,0.00082,-0.00083,0,,,,,1.15,0.05,-0.05,0.525,0.019,-0.019,0,166.86075,6.03877,-6.03877
HATS-10,b,HATS-10 b,Transit,0.04491,0.00074,-0.00074,0,0.501,,,1,1.1,0.05,-0.05,0.526,0.081,-0.081,0,167.17858,25.74423,-25.74423
HAT-P-65,b,HAT-P-65 b,Transit,0.03951,0.00054,-0.00054,0,0.304,,,1,1.21,0.05,-0.05,0.527,0.083,-0.083,0,167.49641,26.37989,-26.37989
WASP-42,b,WASP-42 b,Transit,0.0561,0.0012,-0.0012,0,,,,,0.95,0.06,-0.06,0.527,0.028,-0.028,0,167.49641,8.89924,-8.89924
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,2.72,0.75,-0.75,0,,,,,0.26,0.11,-0.11,0.53,0.21,-0.21,0,168.44,66.74,-66.74
HATS-27,b,HATS-27 b,Transit,0.0611,0.00068,-0.00068,0,0.581,,,1,1.42,0.05,-0.05,0.53,0.13,-0.13,0,168.4499,41.3179,-41.3179
PH1,b,PH1 b,Transit,0.652,0.012,-0.012,0,0.0702,0.0029,-0.0039,0,1.53,0.09,-0.09,0.531,0,0,1,169,0,0
CoRoT-16,b,CoRoT-16 b,Transit,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,1.1,0.08,-0.08,0.535,0.085,-0.083,0,170.032,27.014,-26.379
WASP-80,b,WASP-80 b,Transit,0.0344,0.001,-0.0011,0,0.002,0.01,-0.002,0,0.58,0.05,-0.05,0.538,0.035,-0.036,0,170.99254,11.12405,-11.44188
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,2.9,1.6,-0.6,0,,,,0,0.58,0.11,-0.11,0.54,0.1,-0.1,0,171.6282,31.783,-31.783
HATS-13,b,HATS-13 b,Transit,0.04057,0.00041,-0.00041,0,0.181,,,1,0.96,0.03,-0.03,0.543,0.072,-0.072,0,172.58169,22.88376,-22.88376
WASP-159,b,WASP-159 b,Transit,0.0538,0.0015,-0.0015,0,0,,,0,1.41,0.12,-0.12,0.55,0.08,-0.08,0,174.8065,25.4264,-25.4264
Kepler-41,b,Kepler-41 b,Transit,0.03101,0.0004,-0.0004,0,0,,,0,1.15,0.04,-0.04,0.56,0.08,-0.08,0,177.98,25.43,-25.43
HATS-44,b,HATS-44 b,Transit,0.03649,0.0003,-0.0003,0,0.279,,,1,0.86,0.02,-0.02,0.56,0.11,-0.11,0,177.9848,34.9613,-34.9613
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,1.75,0.34,-0.33,0,,,,,0.51,0.44,-0.28,0.56,0.34,-0.26,0,177.9848,108.0622,-82.6358
WASP-169,b,WASP-169 b,Transit,0.0681,0.0014,-0.0014,0,0,,,0,1.34,0.08,-0.08,0.561,0.061,-0.061,0,178.30263,19.38763,-19.38763
XO-2 N,b,XO-2 N b,Transit,0.0368,0,0,0,,,,0,0.97,0,0,0.566,0.025,-0.025,0,179.89178,7.94575,-7.94575
HAT-P-25,b,HAT-P-25 b,Transit,0.0466,0.00081,-0.0008,0,0.023,0.022,-0.014,0,1.01,0.05,-0.05,0.569,0.023,-0.022,0,180.84527,7.31009,-6.99226
Kepler-56,c,Kepler-56 c,Transit,0.1652,0.0059,-0.0059,0,,,,,1.32,0.13,-0.13,0.57,0.066,-0.06,0,181,21,-19
WASP-184,b,WASP-184 b,Transit,0.0627,0.0012,-0.0012,0,0,,,0,1.23,0.07,-0.07,0.57,0.1,-0.1,0,181.1631,31.783,-31.783
HATS-69,b,HATS-69 b,Transit,0.03211,0.00014,-0.00019,0,0.519,,,0,0.89,0.01,-0.02,0.577,0,0,0,183.38791,0,0
K2-30,b,K2-30 b,Transit,0.04839,0.00076,-0.00076,0,0,,,0,0.9,0.04,-0.04,0.579,0.028,-0.027,0,184.02357,8.89924,-8.58141
HAT-P-55,b,HAT-P-55 b,Transit,0.04604,0.00056,-0.00056,0,0.139,,,1,1.01,0.04,-0.04,0.582,0.056,-0.056,0,184.97706,17.79848,-17.79848
WASP-70 A,b,WASP-70 A b,Transit,0.04853,0.00062,-0.00062,0,0,,,0,1.11,0.04,-0.04,0.59,0.022,-0.022,0,187.512,6.992,-6.992
Kepler-8,b,Kepler-8 b,Transit,0.0474,0.0018,-0.0021,0,,,,,1.21,0.07,-0.06,0.59,0.13,-0.12,0,187.5197,41.3179,-38.1396
Kepler-423,b,Kepler-423 b,Transit,0.03585,0.00052,-0.00114,0,0.019,0.028,-0.014,0,0.85,0.04,-0.04,0.595,0.081,-0.081,0,189.101,25.743,-25.743
HATS-53,b,HATS-53 b,Transit,0.04753,0.00066,-0.00066,0,0.33,,,1,0.96,0.04,-0.04,0.595,0.089,-0.089,0,189.10885,28.28687,-28.28687
HAT-P-39,b,HAT-P-39 b,Transit,0.0509,0.0006,-0.0006,0,0,,,0,1.4,0.05,0,0.599,0.099,-0.099,0,190.372,31.464,-31.464
MOA-bin-29,b,MOA-bin-29 b,Microlensing,0.48,0.12,-0.1,0,,,,0,0.03,0.07,-0.02,0.6,1.2,-0.38,0,190.698,381.396,-120.7754
WASP-124,b,WASP-124 b,Transit,0.0449,0.0007,-0.0007,0,0.017,,,1,1.07,0.05,-0.05,0.6,0.07,-0.07,0,190.698,22.2481,-22.2481
HATS-56,b,HATS-56 b,Transit,0.06043,0.00022,-0.00022,0,0.019,,,1,1.57,0.02,-0.02,0.602,0.035,-0.035,0,191.33366,11.12405,-11.12405
HATS-25,b,HATS-25 b,Transit,0.05163,0.0006,-0.0006,0,0.176,,,1,0.99,0.04,-0.04,0.613,0.042,-0.042,0,194.82979,13.34886,-13.34886
OGLE-TR-10,b,OGLE-TR-10 b,Transit,0.0434,0.0013,-0.0015,0,,,,,1.14,0.12,0,0.62,0.14,-0.14,0,197.046,44.494,-44.494
HAT-P-27,b,HAT-P-27 b,Transit,0.04,0.0008,-0.0008,0,0,,,0,0.94,0.04,-0.04,0.62,0.03,-0.03,0,197.05,9.53,-9.53
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,0.95,0.17,-0.2,0,,,,0,0.15,0.28,-0.08,0.62,1.16,-0.33,0,197.0546,368.6828,-104.8839
KOI-142,c,KOI-142 c,Transit Timing Variations,0.15525,0,0,0,0.05628,0.0014,-0.0028,0,0.96,0.04,-0.05,0.626,0.029,-0.033,0,198.8,9.2,-10.6
HAT-P-28,b,HAT-P-28 b,Transit,0.0434,0.0007,-0.0007,0,0.051,0.033,-0.033,0,1.02,0.05,-0.05,0.626,0.037,-0.037,0,198.953,11.759,-11.759
TOI 216,c,TOI 216.01,Transit,0.2069,0.0107,-0.0082,0,0.029,0.037,-0.02,0,0.87,0.04,-0.03,0.62927,0.53488,-0.31463,0,200,170,-100
Kepler-74,b,Kepler-74 b,Transit,0.0781,0.0007,-0.0007,0,0,,,0,1.18,0.04,-0.04,0.63,0.12,-0.12,0,200.22,38.14,-38.14
HATS-39,b,HATS-39 b,Transit,0.06007,0.00058,-0.00058,0,0.275,,,1,1.38,0.04,-0.04,0.63,0.13,-0.13,0,200.2329,41.3179,-41.3179
WASP-90,b,WASP-90 b,Transit,0.0562,0.0012,-0.0012,0,0,,,0,1.55,0.1,-0.1,0.63,0.07,-0.07,0,200.2329,22.2481,-22.2481
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,2.6,0.5,-0.7,0,,,,0,0.46,0.26,-0.23,0.64,0.35,-0.31,0,203.4112,111.2405,-98.5273
WASP-57,b,WASP-57 b,Transit,0.03769,0.00097,-0.00097,0,,,,,0.89,0.07,-0.07,0.644,0.062,-0.062,0,204.68252,19.70546,-19.70546
HATS-26,b,HATS-26 b,Transit,0.04735,0.00133,-0.00068,0,0.245,,,1,1.3,0.11,-0.06,0.65,0.076,-0.076,0,206.5895,24.15508,-24.15508
HATS-29,b,HATS-29 b,Transit,0.05475,0.00088,-0.00088,0,0.158,,,1,1.03,0.05,-0.05,0.653,0.063,-0.063,0,207.54299,20.02329,-20.02329
WASP-165,b,WASP-165 b,Transit,0.04823,0.00091,-0.00092,0,0,,,0,1.25,0.07,-0.07,0.658,0.097,-0.092,0,209.13214,30.82951,-29.24036
Kepler-15,b,Kepler-15 b,Transit,0.05714,0.00086,-0.00093,0,0.06,,,0,1.02,0.04,-0.05,0.66,0.08,-0.09,0,209.76,25.43,-28.6
HAT-P-43,b,HAT-P-43 b,Transit,0.0443,0.0004,-0.0006,0,0,,,0,1.05,0.03,-0.04,0.662,0.06,-0.06,0,210.395,19.069,-19.069
HATS-60,b,HATS-60 b,Transit,0.04708,0.00015,-0.00023,0,0.191,,,0,1.1,0.01,-0.02,0.662,0.055,-0.055,0,210.40346,17.48065,-17.48065
Kepler-6,b,Kepler-6 b,Transit,0.04852,0.00074,-0.00133,0,,,,,1.21,0.04,-0.04,0.668,0.038,-0.035,0,212.31044,12.07754,-11.12405
Qatar-6,b,Qatar-6 b,Transit,0.0423,0.0004,-0.0004,0,0,,,0,0.82,0.02,-0.02,0.668,0.066,-0.066,0,212.31044,20.97678,-20.97678
HATS-28,b,HATS-28 b,Transit,0.04131,0.00053,-0.00053,0,0.202,,,1,0.93,0.04,-0.04,0.672,0.087,-0.087,0,213.58176,27.65121,-27.65121
KELT-10,b,KELT-10 b,Transit,0.0525,0.00086,-0.00097,0,,,,,1.11,0.06,-0.06,0.679,0.039,-0.038,0,215.80657,12.39537,-12.07754
HAT-P-32,b,HAT-P-32 b,Transit,0.03397,0.00051,-0.0005,0,0.159,0.051,-0.028,0,1.13,0.05,-0.05,0.68,0.11,-0.1,0,216.1244,34.9613,-31.783
WASP-84,b,WASP-84 b,Transit,0.0771,0.0012,-0.0012,0,0,,,0,0.84,0.04,-0.04,0.694,0.028,-0.028,0,220.565,8.899,-8.899
HATS-45,b,HATS-45 b,Transit,0.05511,0.00069,-0.00069,0,0.24,,,1,1.27,0.05,-0.05,0.7,0.15,-0.15,0,222.481,47.6745,-47.6745
V830 Tau,b,V830 Tau b,Radial Velocity,0.057,0.001,-0.001,0,,,,,1,0.05,-0.05,0.7,0.12,-0.12,0,222.481,38.1396,-38.1396
HATS-30,b,HATS-30 b,Transit,0.04354,0.00042,-0.00042,0,0.096,,,1,1.09,0.03,-0.03,0.706,0.039,-0.039,0,224.38798,12.39537,-12.39537
KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,Microlensing,1.6,0.6,-0.6,0,,,,0,0.33,0.36,-0.2,0.71,0.8,-0.42,0,225.6593,254.264,-133.4886
GJ 876,c,GJ 876 c,Radial Velocity,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,0.32,0.03,-0.03,0.7142,0.0039,-0.0039,0,226.9846,1.2395,-1.2395
CoRoT-4,b,CoRoT-4 b,Transit,0.09,0.001,-0.001,0,0,0.1,-0.1,0,1.16,0.03,-0.02,0.72,0.08,-0.08,0,228.83,25.43,-25.43
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,0.73,0.08,-0.08,0,,,,,0.1,0.09,-0.01,0.72,0.65,-0.07,0,228.8376,206.5895,-22.2481
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,2.3,0.5,-0.5,0,,,,,0.51,0.05,-0.04,0.73,0.06,-0.06,0,231,19,-19
WASP-81,b,WASP-81 b,Transit,0.03908,0.0007,-0.00072,0,0.066,,,1,1.08,0.06,-0.06,0.729,0.036,-0.035,0,231.69807,11.44188,-11.12405
K2-29,b,K2-29 b,Transit,0.04217,0.00024,-0.00024,0,0.066,0.022,-0.022,0,0.94,0.02,-0.02,0.73,0.04,-0.04,0,232.0159,12.7132,-12.7132
Qatar-10,b,Qatar-10 b,Transit,0.0286,0.0006,-0.0006,0,0,,,0,1.16,0.07,-0.07,0.736,0.09,-0.09,0,233.92288,28.6047,-28.6047
NGTS-2,b,NGTS-2 b,Transit,0.063,0.0024,-0.003,0,0,,,0,1.64,0.19,-0.22,0.74,0.13,-0.12,0,235.1942,41.3179,-38.1396
HAT-P-9,b,HAT-P-9 b,Transit,0.05287,0.00078,-0.00078,0,0.084,0.052,-0.047,0,1.28,0.06,-0.06,0.749,0.064,-0.063,0,238.05467,20.34112,-20.02329
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,0.59,0.12,-0.11,0,,,,0,0.04,0.08,-0.02,0.75,1.26,-0.4,0,238.3725,400.4658,-127.132
HAT-P-54,b,HAT-P-54 b,Transit,0.04117,0.00043,-0.00043,0,0.074,,,1,0.65,0.02,-0.02,0.76,0.032,-0.032,0,241.5508,10.17056,-10.17056
HATS-54,b,HATS-54 b,Transit,0.03763,0.00024,-0.00024,0,0.126,,,1,1.1,0.02,-0.02,0.76,0.1,-0.1,0,241.5508,31.783,-31.783
