pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_facility,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim
K2-35,b,K2-35 b,Transit,0,2,5.608352,0.000335,-0.000338,0,0.055,0.002,-0.002,0,0.12,0.156754,-0.096124,0,0.172,0.012,-0.01,0,,,,0,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,254.43,2.46,-2.46,0,14.35,0.06,0,V (Johnson),13.915,,0,4402.71,95.55,-93.27,0,0.7,0.07,-0.07,0,0.62,0.03,-0.03,0,10/26/2017,,,,0,K2,3.93,0.04,-0.04,0,,,,,5.4,K4 V,,0
K2-35,c,K2-35 c,Transit,0,2,2.399964,0.000198,-0.000204,0,0.031,0.001,-0.001,0,0.13,0.173535,-0.105654,0,0.118,0.007,-0.007,0,,,,0,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,254.43,2.46,-2.46,0,14.35,0.06,0,V (Johnson),13.915,,0,4402.71,95.55,-93.27,0,0.7,0.07,-0.07,0,0.62,0.03,-0.03,0,10/26/2017,,,,0,K2,3.93,0.04,-0.04,0,,,,,5.4,K4 V,,0
Kepler-16,b,Kepler-16 b,Transit,0,1,228.776,0.02,-0.037,0,0.7048,0.0011,-0.0011,0,0.0069,0.001,-0.0015,0,0.754,0.003,-0.003,0,0.964,0.047,-0.046,0,1,1,0,0,19h16m18.17s,289.07571,+51d45m26.8s,51.757439,75.25,0.15,-0.15,0,75.25,0.15,-0.15,0,11.762,,0,Kepler-band,11.747,,0,4450,150,-150,0,0.69,0,0,0,0.65,0,0,0,5/14/2014,,,,,Kepler,13.29,0.03,-0.03,0,-32.36,2.63,-2.63,0,,,,
K2-128,b,K2-128 b,Transit,0,1,5.675819,0.000411,-0.000414,0,0.056,0.002,-0.002,0,0.23,0.220222,-0.19371,0,0.127,0.014,-0.012,0,,,,0,0,0,1,0,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,115.01,0.92,-0.92,0,115.01,0.92,-0.92,0,12.627,0.03,0,V (Johnson),12.22,,0,4469.51,171.97,-145.15,0,0.71,0.07,-0.07,0,0.78,0.08,-0.06,0,10/5/2017,,,,0,K2,8.7,0.07,-0.07,0,-13.21,0.64,-0.64,0,,,,
K2-90,c,K2-90 c,Transit,0,2,2.900706,0.000331,-0.000319,0,0.035,0.001,-0.001,0,0.19,0.211462,-0.153189,0,0.116,0.012,-0.01,0,,,,0,0,0,1,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.9,1.7,-1.7,0,134.71,0.42,-0.42,0,13.855,0.04,0,V (Johnson),13.229,,0,4484,58,-50,0,0.63,0.02,-0.02,0,0.62,0.01,-0.01,0,10/26/2017,,,,0,K2,7.42,0.02,-0.02,0,19.16,0.97,-0.97,0,,,,
Kepler-437,b,Kepler-437 b,Transit,0,1,66.65062,0.00033,-0.00032,0,0.288,0.066,-0.04,0,0.02,0.08,-0.02,-1,0.19,0.02,-0.02,0,,,,,0,1,0,1,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417,24,-21,0,,,,,14.352,,0,Kepler-band,14.362,,0,4551,100,-100,0,0.71,0.03,-0.03,0,0.68,0.03,-0.02,0,1/6/2015,,,,,Kepler,,,,,,,,,,,,
HAT-P-20,b,HAT-P-20 b,Transit,0,1,2.875317,0.000004,-0.000004,0,0.0361,0.0005,-0.0005,0,0.015,0.005,-0.005,0,0.867,0.033,-0.033,0,13.78,1.5,-1.5,0,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,3,-3,0,71.18,0.2,-0.2,0,11.339,,0,V (Johnson),10.99,,0,4595,80,-80,0,0.76,0.03,-0.03,0,0.69,0.02,-0.02,0,5/14/2014,1246,8.1,-8.1,0,HATNet,14.05,0.04,-0.04,0,-18.81,0.68,-0.68,0,5.3,K3,,0
GJ 143,b,GJ 143 b,Transit,0,2,35.61253,0.0006,-0.00062,0,0.1915,0.0058,-0.0063,0,0.188,0.076,-0.078,0,0.233,0.015,-0.014,0,7,1.6,-1.3,0,0,0,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,0.01,-0.01,0,16.33,0.01,-0.01,0,7.87,,0,V (Johnson),7.679,,0,4640,100,-100,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,4/25/2019,5.51,0.41,-0.33,0,Transiting Exoplanet Survey Satellite (TESS),61.25,0.03,-0.03,0,59.46,0.12,-0.12,0,5.4,K4.5,,0
WASP-59,b,WASP-59 b,Transit,0,1,7.919585,0.00001,-0.00001,0,0.0697,0.0011,-0.0011,0,0.1,0.042,-0.042,0,0.775,0.068,-0.068,0,2.4,0.7,-0.7,0,0,0,0,0,23h18m29.55s,349.623126,+24d53m21.4s,24.88929,125,25,-25,0,116.32,0.57,-0.57,0,13,,0,V (Johnson),12.314,,0,4650,150,-150,0,0.72,0.04,-0.04,0,0.61,0.04,-0.04,0,5/14/2014,,,,,SuperWASP,8.6,0.04,-0.04,0,-56.8,0,0,0,5.5,K5 V,,0
Kepler-436,b,Kepler-436 b,Transit,0,2,64.00205,0.00072,-0.00072,0,0.339,0.134,-0.053,0,0.19,0.13,-0.11,-1,0.24,0.02,-0.02,0,,,,,0,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,34,-30,0,598.43,15.66,-15.66,0,15.856,,0,Kepler-band,15.862,,0,4651,100,-100,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,1/6/2015,,,,,Kepler,1.67,0.04,-0.04,0,,,,,,,,
K2-81,b,K2-81 b,Transit,0,1,6.102325,0.00039,-0.000407,0,0.059,0.002,-0.002,0,0.06,0.144406,-0.051854,0,0.176,0.012,-0.01,0,,,,0,0,0,1,0,03h49m56.52s,57.485489,+14d30m07.9s,14.5022,254.14,2.72,-2.72,0,254.14,2.72,-2.72,0,14.364,0.04,0,V (Johnson),13.904,,0,4674.13,140.71,-131.16,0,0.75,0.07,-0.07,0,0.63,0.04,-0.03,0,10/26/2017,,,,0,K2,3.93,0.04,-0.04,0,,,,,,,,
EPIC 212737443,b,EPIC 212737443 b,Transit,0,2,13.603,0.0013,-0.0013,0,0.098,0.004,-0.004,0,0.2,0.2,-0.2,0,0.231,0.011,-0.011,0,,,,0,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,12.01,-12.01,0,339.46,4.73,-4.73,0,14.836,0.013,0,V (Johnson),14.478,,0,4684,79,-79,0,0.69,0.04,-0.04,0,0.67,0.02,-0.02,0,7/25/2019,,,,0,K2,2.95,0.04,-0.04,0,-16,5,-5,0,5.3,K3,,0
EPIC 212737443,c,EPIC 212737443 c,Transit,0,2,65.55,0.0089,-0.0089,0,0.28,0.006,-0.006,0,0.2,0.2,-0.2,0,0.24,0.013,-0.013,0,,,,0,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,12.01,-12.01,0,339.46,4.73,-4.73,0,14.836,0.013,0,V (Johnson),14.478,,0,4684,79,-79,0,0.69,0.04,-0.04,0,0.67,0.02,-0.02,0,7/25/2019,,,,0,K2,2.95,0.04,-0.04,0,-16,5,-5,0,5.3,K3,,0
HD 219134,c,HD 219134 c,Radial Velocity,0,6,6.76458,0.00033,-0.00033,0,0.0653,0.0008,-0.0008,0,0.062,0.039,-0.039,0,0.135,0.004,-0.004,0,6.95,0.77,-0.77,0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,1.697,0.075,-0.075,0,Roque de los Muchachos Observatory,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
HD 219134,d,HD 219134 d,Radial Velocity,0,6,46.859,0.028,-0.028,0,0.237,0.003,-0.003,0,0.138,0.025,-0.025,0,0.144,0.002,-0.002,-1,,,,,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,3.34,0.11,-0.11,0,Roque de los Muchachos Observatory,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
HD 219134,f,HD 219134 f,Radial Velocity,1,6,22.717,0.015,-0.015,0,0.1463,0.0018,-0.0018,0,0.148,0.047,-0.047,0,0.117,0.002,-0.002,-1,,,,,0,0,0,1,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,1.92,0.1,-0.1,0,Multiple Observatories,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
Kepler-413,b,Kepler-413 b,Transit,0,1,66.262,0.024,-0.021,0,0.3553,0.002,-0.0018,0,0.1181,0.0018,-0.0017,0,0.388,0.009,-0.009,0,3.2,1,-1,0,0,1,0,0,19h14m02.55s,288.51062,+51d09m44.9s,51.162472,868.34,22.93,-22.93,0,868.34,22.93,-22.93,0,15.52,,0,Kepler-band,15.594,,0,4700,,,0,0.82,0.01,-0.01,0,0.78,0.01,-0.01,0,5/14/2014,,,,,Kepler,1.15,0.03,-0.03,0,-27.78,0.1,-0.11,0,,,,
Kepler-443,b,Kepler-443 b,Transit,0,1,177.6693,0.0031,-0.003,0,0.495,0.186,-0.075,0,0.11,0.15,-0.11,-1,0.21,0.02,-0.02,0,,,,,0,1,0,1,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779,45,-38,0,820.72,23.49,-23.49,0,15.891,,0,Kepler-band,15.901,,0,4723,100,-100,0,0.74,0.03,-0.03,0,0.71,0.03,-0.02,0,1/6/2015,,,,,Kepler,1.22,0.03,-0.03,0,,,,,,,,
K2-118,b,K2-118 b,Transit,0,1,50.92092,0.005584,-0.005249,0,0.245,0.008,-0.008,0,0.2,0.183774,-0.159064,0,0.227,0.021,-0.018,0,,,,0,0,0,1,0,08h48m30.45s,132.126892,+15d39m21.5s,15.655983,324.7,3.8,-3.8,0,324.7,3.8,-3.8,0,14.049,0.05,0,V (Johnson),13.748,,0,4726.29,142.64,-127.34,0,0.76,0.08,-0.08,0,0.73,0.05,-0.04,0,10/5/2017,,,,0,K2,3.08,0.04,-0.04,0,,,,,,,,
HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,,,0,0.05254,0.00064,-0.00066,0,0.218,0.034,-0.031,0,0.389,0.005,-0.005,0,,,,0,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,0.03,-0.03,0,37.81,0.03,-0.03,0,9.174,,0,Kepler-band,9.151,,0,4780,50,-50,0,0.81,0.02,-0.03,0,0.68,0.01,-0.01,0,1/31/2019,10.42,0.64,-0.66,0,HATNet,26.45,0.02,-0.02,0,-63.24,0.26,-0.26,0,5.4,K4,,0
HAT-P-18,b,HAT-P-18 b,Transit,0,1,5.508023,0.000006,-0.000006,0,0.0559,0.0007,-0.0007,0,0.084,0.048,-0.048,0,0.995,0.052,-0.052,0,0.25,0.04,-0.04,0,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166,9,-9,0,162.16,0.61,-0.61,0,12.759,,0,V (Johnson),12.368,,0,4803,80,-80,0,0.77,0.03,-0.03,0,0.75,0.04,-0.04,0,5/14/2014,27.1,1.6,-1.6,0,HATNet,6.17,0.02,-0.02,0,-11.92,0.28,-0.28,0,5.2,K2,,0
HATS-22,b,HATS-22 b,Transit,0,1,4.7228124,0.0000052,-0.0000052,0,0.05025,0.00042,-0.00042,0,0.079,0.026,-0.026,0,0.953,0.048,-0.029,0,3.89,0.45,-0.45,0,0,0,0,0,11h36m02.33s,174.00972,-29d32m35.9s,-29.543312,207.9,8.9,-6.6,0,231.04,1.61,-1.61,0,13.455,0.04,0,V (Johnson),13.122,,0,4803,55,-55,0,0.76,0.02,-0.02,0,0.69,0.03,-0.02,0,3/16/2017,399,15,-15,0,HATSouth,4.33,0.03,-0.03,0,-7.37,0.02,-0.02,0,5,K V,,0
Kepler-167,d,Kepler-167 d,Transit,0,4,21.803855,0.000078,-0.000119,0,0.1405,0.005,-0.0071,0,0.12,,,1,0.107,0.004,-0.004,0,,,,,0,1,0,1,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,10,-10,0,345.31,2,-2,0,14.023,,0,Kepler-band,14,,0,4890,50,-50,0,0.77,0.02,-0.03,0,0.73,0.02,-0.01,0,3/10/2016,,,,,Kepler,2.9,0.02,-0.02,0,-29.3,1,-1,0,5.4,K4,,0
Kepler-167,e,Kepler-167 e,Transit,0,4,1071.23228,0.00056,-0.00056,0,1.89,0.058,-0.067,0,0.062,0.104,-0.043,0,0.906,0.021,-0.021,0,,,,,0,1,0,0,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,10,-10,0,345.31,2,-2,0,14.023,,0,Kepler-band,14,,0,4890,50,-50,0,0.77,0.02,-0.03,0,0.73,0.02,-0.01,0,3/10/2016,,,,,Kepler,2.9,0.02,-0.02,0,-29.3,1,-1,0,5.4,K4,,0
WASP-156,b,WASP-156 b,Transit,0,1,3.836169,0.000003,-0.000003,0,0.0453,0.0009,-0.0009,0,0.007,,,1,0.51,0.02,-0.02,0,1.3,0.1,-0.1,0,0,0,0,0,02h11m07.61s,32.781708,+02d25m04.8s,2.418,140,25,-25,0,122.49,0.64,-0.64,0,11.6,,0,V (Johnson),11.323,,0,4910,61,-61,0,0.84,0.05,-0.05,0,0.76,0.03,-0.03,0,10/26/2017,19,1,-1,0,SuperWASP,8.16,0.04,-0.04,0,9.3,0.61,-0.61,0,5.3,K3,,0
WASP-53,b,WASP-53 b,Transit,0,2,3.3098443,0.000002,-0.000002,0,0.04101,0.00083,-0.00091,0,0.03,,,1,1.074,0.037,-0.037,0,2.28,0.2,-0.17,0,0,0,0,0,02h07m38.21s,31.909203,-20d39m42.6s,-20.661839,202.51,1.38,-1.38,0,202.51,1.38,-1.38,0,,,,,12.347,,0,4953,60,-60,0,0.84,0.05,-0.05,0,0.8,0.02,-0.02,0,2/2/2017,326.1,1.8,-1.8,0,Multiple Facilities,4.94,0.03,-0.03,0,-3.03,1.3,-1.3,0,,,,
HATS-7,b,HATS-7 b,Transit,0,1,3.185315,0.0000054,-0.0000054,0,0.04012,0.00043,-0.00043,0,0.17,,,1,0.563,0.046,-0.034,0,0.83,0.18,-0.18,0,0,0,0,0,13h55m25.68s,208.856995,-21d12m27.7s,-21.207695,257,15,-12,0,242.38,1.65,-1.65,0,13.34,0.01,0,V (Johnson),13.05,,0,4985,50,-50,0,0.85,0.03,-0.03,0,0.81,0.05,-0.04,0,5/24/2018,18.4,1.9,-1.9,0,HATSouth,4.13,0.03,-0.03,0,9.44,0.02,-0.02,0,5.2,K2,,0
HAT-P-19,b,HAT-P-19 b,Transit,0,1,4.008778,0.000006,-0.000006,0,0.0466,0.0008,-0.0008,0,0.067,0.042,-0.042,0,1.132,0.072,-0.072,0,0.25,0.04,-0.04,0,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215,15,-15,0,203.25,1.47,-1.47,0,12.901,,0,V (Johnson),12.557,,0,4990,130,-130,0,0.84,0.04,-0.04,0,0.82,0.05,-0.05,0,5/14/2014,42,2.1,-2.1,0,HATNet,4.92,0.04,-0.04,0,-20.22,0.02,-0.02,0,5.1,K1,,0
Kepler-432,b,Kepler-432 b,Transit,0,2,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,1.145,0.036,-0.039,0,4.46,0.37,-0.29,0,0,1,0,1,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,20,-20,0,868.85,21,-21,0,12.465,0.06,0,V (Johnson),12.182,,0,4995,78,-78,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,4/30/2015,286.8,4.7,-4,0,Kepler,1.15,0.03,-0.03,0,-35.22,0.19,-0.19,0,,,,
TOI-216,c,TOI-216.01,Transit,0,2,34.556,0.014,-0.01,0,0.2069,0.0107,-0.0082,0,0.029,0.037,-0.02,0,1.007,0.052,-0.037,0,0.76,0.66,-0.38,0,1,0,0,0,04h55m55.25s,73.980208,-63d15m36.2s,-63.260056,178.84,0.89,-0.88,0,178.86,0.88,-0.88,0,12.324,0.069,0,V (Johnson),12.163,,0,5026,125,-125,0,0.87,0.04,-0.03,0,0.84,0.04,-0.03,0,5/9/2019,,,,0,Transiting Exoplanet Survey Satellite (TESS),5.59,0.03,-0.03,0,36.3,0.95,-0.95,0,,,,
TOI-216,b,TOI-216.02,Transit,0,2,17.089,0.011,-0.015,0,0.1293,0.0067,-0.0051,0,0.132,0.059,-0.023,0,0.686,0.145,-0.074,0,0.34,0.31,-0.18,0,1,0,0,0,04h55m55.25s,73.980208,-63d15m36.2s,-63.260056,178.84,0.89,-0.88,0,178.86,0.88,-0.88,0,12.324,0.069,0,V (Johnson),12.163,,0,5026,125,-125,0,0.87,0.04,-0.03,0,0.84,0.04,-0.03,0,5/9/2019,,,,0,Transiting Exoplanet Survey Satellite (TESS),5.59,0.03,-0.03,0,36.3,0.95,-0.95,0,,,,
Kepler-444,b,Kepler-444 b,Transit,0,5,3.6001053,0.0000083,-0.000008,0,0.04178,0.00079,-0.00079,0,0.16,0.21,-0.1,0,0.036,0.001,-0.001,0,,,,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/2015,,,,,Kepler,27.41,0.03,-0.03,0,-121.9,0.2,-0.2,0,5,K,,0
Kepler-444,c,Kepler-444 c,Transit,0,5,4.5458841,0.000007,-0.0000071,0,0.04881,0.00093,-0.00093,0,0.31,0.12,-0.15,0,0.044,0.002,-0.002,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/2015,,,,,Kepler,27.41,0.03,-0.03,0,-121.9,0.2,-0.2,0,5,K,,0
Kepler-444,d,Kepler-444 d,Transit,0,5,6.189392,0.000012,-0.000012,0,0.06,0.0011,-0.0011,0,0.18,0.16,-0.12,0,0.047,0.002,-0.002,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/2015,,,,,Kepler,27.41,0.03,-0.03,0,-121.9,0.2,-0.2,0,5,K,,0
Kepler-444,e,Kepler-444 e,Transit,0,5,7.743493,0.000017,-0.000016,0,0.0696,0.0013,-0.0013,0,0.1,0.2,-0.07,0,0.049,0.002,-0.001,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/2015,,,,,Kepler,27.41,0.03,-0.03,0,-121.9,0.2,-0.2,0,5,K,,0
Kepler-444,f,Kepler-444 f,Transit,0,5,9.740486,0.000013,-0.000013,0,0.0811,0.0015,-0.0015,0,0.29,0.2,-0.19,0,0.066,0.004,-0.004,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/2015,,,,,Kepler,27.41,0.03,-0.03,0,-121.9,0.2,-0.2,0,5,K,,0
CoRoT-10,b,CoRoT-10 b,Transit,0,1,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,0.97,0.07,-0.07,0,3.7,0.83,-0.83,0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345,70,-70,0,341.65,4.03,-4.03,0,15.22,0.05,0,V (Johnson),14.665,,0,5075,75,-75,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,5/14/2014,301,10,-10,0,CoRoT,2.93,0.03,-0.03,0,15.33,0.01,-0.01,0,5.1,K1 V,,0
HATS-44,b,HATS-44 b,Transit,0,1,2.7439004,0.0000032,-0.0000032,0,0.03649,0.0003,-0.0003,0,0.279,,,1,1.067,0.125,-0.071,0,0.56,0.19,-0.19,0,0,0,0,0,05h37m18.41s,84.326706,-27d58m21.4s,-27.97261,463,23,-23,0,451.85,3.28,-3.28,0,14.428,0.01,0,V (Johnson),14.16,,0,5080,100,-100,0,0.86,0.02,-0.02,0,0.85,0.04,-0.04,0,5/24/2018,90,17,-17,0,HATSouth,2.21,0.02,-0.02,0,44.08,0.01,-0.01,0,,,,
HD 221416,b,HD 221416 b,Transit,0,1,14.2767,0.0037,-0.0037,0,0.1228,0.0025,-0.0026,0,0.115,0.034,-0.03,0,0.836,0.031,-0.028,0,0.431,0.064,-0.06,0,0,0,0,0,23h32m08.07s,353.03363,-21d48m05.1s,-21.801424,95.08,0.72,-0.72,0,95.8,0.73,-0.73,0,8.146,0.014,0,V (Johnson),7.908,,0,5080,90,-90,0,1.21,0.07,-0.07,0,2.94,0.06,-0.06,0,4/18/2019,14.1,1.2,-1.2,0,Transiting Exoplanet Survey Satellite (TESS),10.44,0.08,-0.08,0,25.29,0.17,-0.17,0,5,K0 IV/V,,0
HATS-43,b,HATS-43 b,Transit,0,1,4.3888497,0.0000059,-0.0000059,0,0.04944,0.00046,-0.00046,0,0.173,0.089,-0.089,0,1.18,0.05,-0.05,0,0.191,0.054,-0.038,0,0,0,0,0,05h22m09.16s,80.53817,-30d58m15.0s,-30.970833,341,17,-17,0,366.1,2.28,-2.28,0,13.593,0.03,0,V (Johnson),13.401,,0,5099,61,-61,0,0.84,0.02,-0.02,0,0.81,0.03,-0.03,0,5/24/2018,37.5,8,-8,0,HATSouth,2.73,0.02,-0.02,0,22.08,0.01,-0.01,0,,,,
HD 15337,b,HD 15337 b,Transit,0,2,4.75615,0.00017,-0.00017,0,0.0522,0.0012,-0.0012,0,0.09,0.05,-0.05,0,0.146,0.005,-0.005,0,9.3,1.81,-1.58,0,0,0,0,1,02h27m28.38s,36.86824,-27d38m06.7s,-27.635206,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,9.088,0.018,0,V (Johnson),8.856,,0,5125,50,-50,0,0.9,0.03,-0.03,0,0.86,0.02,-0.02,0,5/16/2019,3.08,0.44,-0.41,0,Transiting Exoplanet Survey Satellite (TESS),22.28,0.03,-0.03,0,-3.8,0,0,0,5.1,K1 V,,0
HD 15337,c,HD 15337 c,Transit,0,2,17.1784,0.0016,-0.0016,0,0.1268,0.0038,-0.0038,0,0.05,0.06,-0.04,0,0.213,0.011,-0.011,0,3.23,0.9,-0.72,0,0,0,0,1,02h27m28.38s,36.86824,-27d38m06.7s,-27.635206,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,9.088,0.018,0,V (Johnson),8.856,,0,5125,50,-50,0,0.9,0.03,-0.03,0,0.86,0.02,-0.02,0,5/16/2019,2.16,0.48,-0.45,0,Transiting Exoplanet Survey Satellite (TESS),22.28,0.03,-0.03,0,-3.8,0,0,0,5.1,K1 V,,0
WASP-89,b,WASP-89 b,Transit,0,1,3.3564227,0.0000025,-0.0000025,0,0.0427,0.0012,-0.0012,0,0.193,0.009,-0.009,0,1.04,0.04,-0.04,0,7,0.44,-0.44,0,0,0,0,0,20h55m35.99s,313.899962,-18d58m16.0s,-18.971106,293.38,2.69,-2.69,0,293.38,2.69,-2.69,0,13.1,,0,V (Johnson),12.989,,0,5130,90,-90,0,0.92,0.08,-0.08,0,0.88,0.03,-0.03,0,7/9/2015,848,13,-13,0,SuperWASP,3.41,0.03,-0.03,0,21.09,0.01,-0.01,0,5.3,K3,,0
HAT-P-52,b,HAT-P-52 b,Transit,0,1,2.7535953,0.0000094,-0.0000094,0,0.03694,0.00038,-0.00038,0,0.047,,,1,1.009,0.072,-0.072,0,0.98,0.21,-0.21,0,0,0,0,0,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385,21,-21,0,364.92,4.34,-4.34,0,14.068,0.02,0,V (Johnson),13.787,,0,5131,50,-50,0,0.89,0.03,-0.03,0,0.89,0.05,-0.05,0,11/19/2015,128.4,3.8,-3.8,0,HATNet,2.74,0.03,-0.03,0,61.5,0.1,-0.1,0,5.1,K1,,0
HATS-69,b,HATS-69 b,Transit,0,1,2.2252577,0.0000019,-0.0000019,0,0.03211,0.00014,-0.00019,0,0.519,,,0,0.945,0.022,-0.022,0,0.46,0.25,-0.25,0,0,0,0,0,19h17m11.3641s,289.29735,-60d53m30.0584s,-60.891683,420.3,3.2,-3.2,0,419.53,3.57,-3.57,0,13.945,0.01,0,V (Johnson),13.764,,0,5137,16,-16,0,0.89,0.01,-0.02,0,0.88,0.01,-0.01,0,1/17/2019,52,28,-28,0,HATSouth,2.38,0.02,-0.02,0,4.09,0.03,-0.03,0,,,,
CoRoT-28,b,CoRoT-28 b,Transit,0,1,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,0.955,0.066,-0.066,0,0.69,0.27,-0.27,0,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,560,70,-70,0,783.18,14.95,-14.95,0,,,,,13.412,,0,5150,100,-100,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,4/16/2015,56.4,4.9,-4.9,0,CoRoT,1.28,0.02,-0.02,0,,,,,4.85,G8/9 IV,,0
