pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2
Kepler-77,b,Kepler-77 b,Transit,0.04501,0.00063,-0.00063,0,0,0,0,0,0.95,0.04,-0.04,0.43,0.032,-0.032,0,136.661,10.17,-10.17
WASP-144,b,WASP-144 b,Transit,0.0316,0.0005,-0.0005,0,0,0,0,0,0.81,0.04,-0.04,0.44,0.06,-0.06,0,139.8452,19.0698,-19.0698
WASP-52,b,WASP-52 b,Transit,0.0272,0.0003,-0.0003,0,0,0,0,0,0.87,0.03,-0.03,0.46,0.02,-0.02,0,146.2,6.36,-6.36
CoRoT-5,b,CoRoT-5 b,Transit,0.04947,0.00026,-0.00029,0,0.09,0.09,-0.04,0,1,0.02,-0.02,0.467,0.047,-0.024,0,148.42,14.937,-7.628
WASP-172,b,WASP-172 b,Transit,0.0694,0.0011,-0.0011,0,0,0,0,0,1.49,0.07,-0.07,0.47,0.1,-0.1,0,149.3801,31.783,-31.783
WASP-113,b,WASP-113 b,Transit,0.05885,0.0001,-0.0001,0,0,0,0,0,1.32,0.07,-0.07,0.475,0.054,-0.052,0,150.96925,17.16282,-16.52716
WASP-31,b,WASP-31 b,Transit,0.04659,0.00035,-0.00035,0,0,0,0,0,1.16,0.03,0,0.478,0.029,-0.029,0,151.916,9.217,-9.217
WASP-96,b,WASP-96 b,Transit,0.0453,0.0013,-0.0013,0,0,0,0,0,1.06,0.09,-0.09,0.48,0.03,-0.03,0,152.55,9.53,-9.53
CoRoT-28,b,CoRoT-28 b,Transit,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,1.01,0.14,-0.14,0.484,0.087,-0.087,0,153.82972,27.65121,-27.65121
HAT-P-46,b,HAT-P-46 b,Transit,0.0577,0.0014,-0.0009,0,0.123,0.12,-0.12,0,1.28,0.1,-0.06,0.493,0.082,-0.052,0,156.684,26.061,-16.526
K2-137,b,K2-137 b,Transit,0.0058,0.0006,-0.0006,0,0,0,0,0,0.46,0.05,-0.05,0.5,0,0,1,158.915,0,0
Kepler-1654,b,Kepler-1654 b,Transit,2.026,0.037,-0.035,0,0.26,0.21,-0.11,0,1.01,0.06,-0.05,0.5,0,0,1,158.915,0,0
Kepler-45,b,Kepler-45 b,Transit,0.03,0,0,0,0.11,0.1,-0.09,0,0.59,0.06,-0.06,0.505,0.09,-0.09,0,160.497,28.604,-28.604
WASP-118,b,WASP-118 b,Transit,0.05453,0.00048,-0.00048,0,0,0,0,0,1.32,0.04,-0.04,0.514,0.02,-0.02,0,163.36462,6.3566,-6.3566
CoRoT-26,b,CoRoT-26 b,Transit,0.0526,0.001,-0.001,0,0,0,0,0,1.09,0.06,-0.06,0.52,0.05,-0.05,0,165.26,15.89,-15.89
HATS-10,b,HATS-10 b,Transit,0.04491,0.00074,-0.00074,0,0.501,0,0,1,1.1,0.05,-0.05,0.526,0.081,-0.081,0,167.17858,25.74423,-25.74423
HAT-P-65,b,HAT-P-65 b,Transit,0.03951,0.00054,-0.00054,0,0.304,0,0,1,1.21,0.05,-0.05,0.527,0.083,-0.083,0,167.49641,26.37989,-26.37989
HATS-27,b,HATS-27 b,Transit,0.0611,0.00068,-0.00068,0,0.581,0,0,1,1.42,0.05,-0.05,0.53,0.13,-0.13,0,168.4499,41.3179,-41.3179
PH1,b,PH1 b,Transit,0.652,0.012,-0.012,0,0.0702,0.0029,-0.0039,0,1.53,0.09,-0.09,0.531,0,0,1,169,0,0
CoRoT-16,b,CoRoT-16 b,Transit,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,1.1,0.08,-0.08,0.535,0.085,-0.083,0,170.032,27.014,-26.379
WASP-80,b,WASP-80 b,Transit,0.0344,0.001,-0.0011,0,0.002,0.01,-0.002,0,0.58,0.05,-0.05,0.538,0.035,-0.036,0,170.99254,11.12405,-11.44188
HATS-13,b,HATS-13 b,Transit,0.04057,0.00041,-0.00041,0,0.181,0,0,1,0.96,0.03,-0.03,0.543,0.072,-0.072,0,172.58169,22.88376,-22.88376
WASP-159,b,WASP-159 b,Transit,0.0538,0.0015,-0.0015,0,0,0,0,0,1.41,0.12,-0.12,0.55,0.08,-0.08,0,174.8065,25.4264,-25.4264
Kepler-41,b,Kepler-41 b,Transit,0.03101,0.0004,-0.0004,0,0,0,0,0,1.15,0.04,-0.04,0.56,0.08,-0.08,0,177.98,25.43,-25.43
HATS-44,b,HATS-44 b,Transit,0.03649,0.0003,-0.0003,0,0.279,0,0,1,0.86,0.02,-0.02,0.56,0.11,-0.11,0,177.9848,34.9613,-34.9613
WASP-169,b,WASP-169 b,Transit,0.0681,0.0014,-0.0014,0,0,0,0,0,1.34,0.08,-0.08,0.561,0.061,-0.061,0,178.30263,19.38763,-19.38763
HAT-P-25,b,HAT-P-25 b,Transit,0.0466,0.00081,-0.0008,0,0.023,0.022,-0.014,0,1.01,0.05,-0.05,0.569,0.023,-0.022,0,180.84527,7.31009,-6.99226
WASP-184,b,WASP-184 b,Transit,0.0627,0.0012,-0.0012,0,0,0,0,0,1.23,0.07,-0.07,0.57,0.1,-0.1,0,181.1631,31.783,-31.783
HATS-69,b,HATS-69 b,Transit,0.03211,0.00014,-0.00019,0,0.519,0,0,0,0.89,0.01,-0.02,0.577,0,0,0,183.38791,0,0
K2-30,b,K2-30 b,Transit,0.04839,0.00076,-0.00076,0,0,0,0,0,0.9,0.04,-0.04,0.579,0.028,-0.027,0,184.02357,8.89924,-8.58141
HAT-P-55,b,HAT-P-55 b,Transit,0.04604,0.00056,-0.00056,0,0.139,0,0,1,1.01,0.04,-0.04,0.582,0.056,-0.056,0,184.97706,17.79848,-17.79848
WASP-70 A,b,WASP-70 A b,Transit,0.04853,0.00062,-0.00062,0,0,0,0,0,1.11,0.04,-0.04,0.59,0.022,-0.022,0,187.512,6.992,-6.992
Kepler-423,b,Kepler-423 b,Transit,0.03585,0.00052,-0.00114,0,0.019,0.028,-0.014,0,0.85,0.04,-0.04,0.595,0.081,-0.081,0,189.101,25.743,-25.743
HATS-53,b,HATS-53 b,Transit,0.04753,0.00066,-0.00066,0,0.33,0,0,1,0.96,0.04,-0.04,0.595,0.089,-0.089,0,189.10885,28.28687,-28.28687
HAT-P-39,b,HAT-P-39 b,Transit,0.0509,0.0006,-0.0006,0,0,0,0,0,1.4,0.05,0,0.599,0.099,-0.099,0,190.372,31.464,-31.464
WASP-124,b,WASP-124 b,Transit,0.0449,0.0007,-0.0007,0,0.017,0,0,1,1.07,0.05,-0.05,0.6,0.07,-0.07,0,190.698,22.2481,-22.2481
HATS-56,b,HATS-56 b,Transit,0.06043,0.00022,-0.00022,0,0.019,0,0,1,1.57,0.02,-0.02,0.602,0.035,-0.035,0,191.33366,11.12405,-11.12405
HATS-25,b,HATS-25 b,Transit,0.05163,0.0006,-0.0006,0,0.176,0,0,1,0.99,0.04,-0.04,0.613,0.042,-0.042,0,194.82979,13.34886,-13.34886
HAT-P-27,b,HAT-P-27 b,Transit,0.04,0.0008,-0.0008,0,0,0,0,0,0.94,0.04,-0.04,0.62,0.03,-0.03,0,197.05,9.53,-9.53
KOI-142,c,KOI-142 c,Transit Timing Variations,0.15525,0,0,0,0.05628,0.0014,-0.0028,0,0.96,0.04,-0.05,0.626,0.029,-0.033,0,198.8,9.2,-10.6
HAT-P-28,b,HAT-P-28 b,Transit,0.0434,0.0007,-0.0007,0,0.051,0.033,-0.033,0,1.02,0.05,-0.05,0.626,0.037,-0.037,0,198.953,11.759,-11.759
TOI 216,c,TOI 216.01,Transit,0.2069,0.0107,-0.0082,0,0.029,0.037,-0.02,0,0.87,0.04,-0.03,0.62927,0.53488,-0.31463,0,200,170,-100
Kepler-74,b,Kepler-74 b,Transit,0.0781,0.0007,-0.0007,0,0,0,0,0,1.18,0.04,-0.04,0.63,0.12,-0.12,0,200.22,38.14,-38.14
HATS-39,b,HATS-39 b,Transit,0.06007,0.00058,-0.00058,0,0.275,0,0,1,1.38,0.04,-0.04,0.63,0.13,-0.13,0,200.2329,41.3179,-41.3179
WASP-90,b,WASP-90 b,Transit,0.0562,0.0012,-0.0012,0,0,0,0,0,1.55,0.1,-0.1,0.63,0.07,-0.07,0,200.2329,22.2481,-22.2481
HATS-26,b,HATS-26 b,Transit,0.04735,0.00133,-0.00068,0,0.245,0,0,1,1.3,0.11,-0.06,0.65,0.076,-0.076,0,206.5895,24.15508,-24.15508
HATS-29,b,HATS-29 b,Transit,0.05475,0.00088,-0.00088,0,0.158,0,0,1,1.03,0.05,-0.05,0.653,0.063,-0.063,0,207.54299,20.02329,-20.02329
WASP-165,b,WASP-165 b,Transit,0.04823,0.00091,-0.00092,0,0,0,0,0,1.25,0.07,-0.07,0.658,0.097,-0.092,0,209.13214,30.82951,-29.24036
Kepler-15,b,Kepler-15 b,Transit,0.05714,0.00086,-0.00093,0,0.06,0,0,0,1.02,0.04,-0.05,0.66,0.08,-0.09,0,209.76,25.43,-28.6
HAT-P-43,b,HAT-P-43 b,Transit,0.0443,0.0004,-0.0006,0,0,0,0,0,1.05,0.03,-0.04,0.662,0.06,-0.06,0,210.395,19.069,-19.069
HATS-60,b,HATS-60 b,Transit,0.04708,0.00015,-0.00023,0,0.191,0,0,0,1.1,0.01,-0.02,0.662,0.055,-0.055,0,210.40346,17.48065,-17.48065
Qatar-6,b,Qatar-6 b,Transit,0.0423,0.0004,-0.0004,0,0,0,0,0,0.82,0.02,-0.02,0.668,0.066,-0.066,0,212.31044,20.97678,-20.97678
HATS-28,b,HATS-28 b,Transit,0.04131,0.00053,-0.00053,0,0.202,0,0,1,0.93,0.04,-0.04,0.672,0.087,-0.087,0,213.58176,27.65121,-27.65121
HAT-P-32,b,HAT-P-32 b,Transit,0.03397,0.00051,-0.0005,0,0.159,0.051,-0.028,0,1.13,0.05,-0.05,0.68,0.11,-0.1,0,216.1244,34.9613,-31.783
WASP-84,b,WASP-84 b,Transit,0.0771,0.0012,-0.0012,0,0,0,0,0,0.84,0.04,-0.04,0.694,0.028,-0.028,0,220.565,8.899,-8.899
HATS-45,b,HATS-45 b,Transit,0.05511,0.00069,-0.00069,0,0.24,0,0,1,1.27,0.05,-0.05,0.7,0.15,-0.15,0,222.481,47.6745,-47.6745
HATS-30,b,HATS-30 b,Transit,0.04354,0.00042,-0.00042,0,0.096,0,0,1,1.09,0.03,-0.03,0.706,0.039,-0.039,0,224.38798,12.39537,-12.39537
GJ 876,c,GJ 876 c,Radial Velocity,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,0.32,0.03,-0.03,0.7142,0.0039,-0.0039,0,226.9846,1.2395,-1.2395
CoRoT-4,b,CoRoT-4 b,Transit,0.09,0.001,-0.001,0,0,0.1,-0.1,0,1.16,0.03,-0.02,0.72,0.08,-0.08,0,228.83,25.43,-25.43
WASP-81,b,WASP-81 b,Transit,0.03908,0.0007,-0.00072,0,0.066,0,0,1,1.08,0.06,-0.06,0.729,0.036,-0.035,0,231.69807,11.44188,-11.12405
K2-29,b,K2-29 b,Transit,0.04217,0.00024,-0.00024,0,0.066,0.022,-0.022,0,0.94,0.02,-0.02,0.73,0.04,-0.04,0,232.0159,12.7132,-12.7132
Qatar-10,b,Qatar-10 b,Transit,0.0286,0.0006,-0.0006,0,0,0,0,0,1.16,0.07,-0.07,0.736,0.09,-0.09,0,233.92288,28.6047,-28.6047
NGTS-2,b,NGTS-2 b,Transit,0.063,0.0024,-0.003,0,0,0,0,0,1.64,0.19,-0.22,0.74,0.13,-0.12,0,235.1942,41.3179,-38.1396
HAT-P-9,b,HAT-P-9 b,Transit,0.05287,0.00078,-0.00078,0,0.084,0.052,-0.047,0,1.28,0.06,-0.06,0.749,0.064,-0.063,0,238.05467,20.34112,-20.02329
HAT-P-54,b,HAT-P-54 b,Transit,0.04117,0.00043,-0.00043,0,0.074,0,0,1,0.65,0.02,-0.02,0.76,0.032,-0.032,0,241.5508,10.17056,-10.17056
HATS-54,b,HATS-54 b,Transit,0.03763,0.00024,-0.00024,0,0.126,0,0,1,1.1,0.02,-0.02,0.76,0.1,-0.1,0,241.5508,31.783,-31.783
HATS-51,b,HATS-51 b,Transit,0.04639,0.00077,-0.00077,0,0.33,0,0,1,1.19,0.06,-0.06,0.768,0.045,-0.045,0,244.09344,14.30235,-14.30235
K2-290,c,K2-290 c,Transit,0.305,0.017,-0.017,0,0,0,0,0,1.19,0.07,-0.08,0.774,0.047,-0.047,0,246.00042,14.93801,-14.93801
HAT-P-66,b,HAT-P-66 b,Transit,0.04363,0.00121,-0.00064,0,0.09,0,0,1,1.25,0.11,-0.05,0.783,0.057,-0.057,0,248.86089,18.11631,-18.11631
WASP-92,b,WASP-92 b,Transit,0.0348,0.00036,-0.00036,0,0,0,0,0,1.19,0.04,-0.04,0.805,0.068,-0.068,0,255.85315,21.61244,-21.61244
HATS-59,b,HATS-59 b,Transit,0.06112,0.00076,-0.00076,0,0.129,0.049,-0.049,0,1.04,0.04,-0.04,0.806,0.069,-0.069,0,256.17098,21.93027,-21.93027
Lupus-TR-3,b,Lupus-TR-3 b,Transit,0.0464,0.0007,-0.0007,0,0,0,0,0,0.87,0.04,0,0.81,0.18,-0.18,0,257.431,57.207,-57.207
NGTS-1,b,NGTS-1 b,Transit,0.0326,0.0047,-0.0045,0,0.016,0.023,-0.012,0,0.62,0.02,-0.06,0.812,0.066,-0.075,0,258.07796,20.97678,-23.83725
HAT-P-52,b,HAT-P-52 b,Transit,0.03694,0.00038,-0.00038,0,0.047,0,0,1,0.89,0.03,-0.03,0.818,0.029,-0.029,0,259.98494,9.21707,-9.21707
HATS-65,b,HATS-65 b,Transit,0.04497,0.00033,-0.00033,0,0.062,0,0,0,1.26,0.03,-0.03,0.821,0.083,-0.083,0,260.93843,26.37989,-26.37989
55 Cnc,b,55 Cnc b,Radial Velocity,0.115227,0.000001,-0.000001,0,0.0034,0.0032,-0.0032,0,0.91,0.01,-0.01,0.8306,0.0033,-0.0033,0,263.9785,1.0488,-1.0488
Kepler-435,b,Kepler-435 b,Transit,0.0948,0.0018,-0.0018,0,0.114,0.077,-0.077,0,1.54,0.09,-0.09,0.84,0.15,-0.15,0,266.97,47.67,-47.67
CoRoT-9,b,CoRoT-9 b,Transit,0.4021,0.0054,-0.0054,0,0.133,0.042,-0.037,0,0.96,0.04,-0.04,0.84,0.05,-0.05,0,266.9772,15.8915,-15.8915
WASP-142,b,WASP-142 b,Transit,0.0347,0.0007,-0.0007,0,0,0,0,0,1.33,0.08,-0.08,0.84,0.09,-0.09,0,266.9772,28.6047,-28.6047
CoRoT-29,b,CoRoT-29 b,Transit,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,0.97,0.14,-0.14,0.85,0.2,-0.2,0,270.1555,63.566,-63.566
WASP-1,b,WASP-1 b,Transit,0.03889,0.00053,-0.00073,0,0,0,0,0,1.24,0.05,-0.07,0.854,0.057,-0.052,0,271.415,18.116,-16.526
K2-238,b,K2-238 b,Transit,0.046,0.007,-0.006,0,0,0,0,0,1.19,0.08,-0.08,0.86,0.13,-0.12,0,273.3338,41.3179,-38.1396
WASP-59,b,WASP-59 b,Transit,0.0697,0.0011,-0.0011,0,0.1,0.042,-0.042,0,0.72,0.04,-0.04,0.863,0.045,-0.045,0,274.276,14.302,-14.302
HATS-31,b,HATS-31 b,Transit,0.0478,0.0012,-0.0012,0,0.233,0,0,1,1.27,0.1,-0.1,0.88,0.12,-0.12,0,279.6904,38.1396,-38.1396
WASP-23,b,WASP-23 b,Transit,0.0376,0.0016,-0.0024,0,0.062,0,0,1,0.78,0.13,0,0.884,0.088,-0.099,0,280.95,27.968,-31.464
WASP-145 A,b,WASP-145 A b,Transit,0.0261,0.0005,-0.0005,0,0,0,0,0,0.76,0.04,-0.04,0.89,0.04,-0.04,0,282.8687,12.7132,-12.7132
HAT-P-45,b,HAT-P-45 b,Transit,0.0452,0.0007,-0.0007,0,0.049,0.063,-0.063,0,1.26,0.06,-0.06,0.892,0.137,-0.099,0,283.492,43.541,-31.464
WASP-123,b,WASP-123 b,Transit,0.04263,0.00074,-0.00074,0,0,0,0,0,1.17,0.06,-0.06,0.899,0.036,-0.036,0,285.72917,11.44188,-11.44188
WASP-180 A,b,WASP-180 A b,Transit,0.048,0.001,-0.001,0,0,0,0,0,1.3,0.1,-0.1,0.9,0.1,-0.1,0,286.047,31.783,-31.783
KELT-4 A,b,KELT-4 A b,Transit,0.04317,0.00079,-0.00074,0,0,0,0,0,1.2,0.07,-0.06,0.902,0.06,-0.059,0,286.68266,19.0698,-18.75197
WASP-28,b,WASP-28 b,Transit,0.04469,0.00076,-0.00076,0,0,0,0,0,1.02,0.05,-0.05,0.907,0.043,-0.043,0,288.26,13.666,-13.666
CoRoT-12,b,CoRoT-12 b,Transit,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,1.08,0.08,-0.07,0.917,0.07,-0.065,0,291.438,22.247,-20.658
HATS-32,b,HATS-32 b,Transit,0.04024,0.00053,-0.00053,0,0.471,0,0,1,1.1,0.04,-0.04,0.92,0.1,-0.1,0,292.4036,31.783,-31.783
WASP-76,b,WASP-76 b,Transit,0.033,0.0005,-0.0005,0,0,0,0,0,1.46,0.07,-0.07,0.92,0.03,-0.03,0,292.4036,9.5349,-9.5349
HATS-55,b,HATS-55 b,Transit,0.05412,0.00014,-0.00018,0,0.092,0,0,1,1.2,0.01,-0.01,0.921,0.076,-0.076,0,292.72143,24.15508,-24.15508
NGTS-8,b,NGTS-8 b,Transit,0.035,0.001,-0.001,0,0.01,0.014,-0.01,0,0.89,0.05,-0.04,0.93,0.04,-0.03,0,295.5819,12.7132,-9.5349
KELT-23 A,b,KELT-23 A b,Transit,0.03302,0.00068,-0.00064,0,0,0,0,0,0.94,0.06,-0.05,0.938,0.048,-0.044,0,298.12454,15.25584,-13.98452
HATS-34,b,HATS-34 b,Transit,0.03166,0.00034,-0.00034,0,0.108,0,0,1,0.95,0.03,-0.03,0.941,0.072,-0.072,0,299.07803,22.88376,-22.88376
KELT-12,b,KELT-12 b,Transit,0.06708,0.00097,-0.0013,0,0,0,0,0,1.59,0.07,-0.09,0.95,0.14,-0.14,0,301.9385,44.4962,-44.4962
HATS-63,b,HATS-63 b,Transit,0.04026,0.00028,-0.00028,0,0.136,0,0,0,0.93,0.02,-0.02,0.96,0.12,-0.12,0,305.1168,38.1396,-38.1396
HATS-64,b,HATS-64 b,Transit,0.06562,0.00039,-0.00039,0,0.151,0,0,0,1.56,0.03,-0.03,0.96,0.2,-0.2,0,305.1168,63.566,-63.566
Kepler-539,b,Kepler-539 b,Transit,0.4988,0.0067,-0.0067,0,0.39,0,0,1,1.05,0.04,-0.04,0.97,0.29,-0.29,0,308.2951,92.1707,-92.1707
WASP-185,b,WASP-185 b,Transit,0.0904,0.0017,-0.0017,0,0.24,0.04,-0.04,0,1.12,0.06,-0.06,0.98,0.06,-0.06,0,311.4734,19.0698,-19.0698
WASP-175,b,WASP-175 b,Transit,0.04403,0.00055,-0.00055,0,0,0,0,0,1.21,0.04,-0.04,0.99,0.13,-0.13,0,314.6517,41.3179,-41.3179
Kepler-44,b,Kepler-44 b,Transit,0.0446,0.0011,-0.0011,0,0.066,0,0,1,1.12,0.08,-0.08,1,0.1,-0.1,0,317.82,31.78,-31.78
WASP-129,b,WASP-129 b,Transit,0.0628,0.0007,-0.0007,0,0.096,0,0,1,1,0.03,-0.03,1,0.1,-0.1,0,317.83,31.783,-31.783
WASP-190,b,WASP-190 b,Transit,0.0663,0.0008,-0.0008,0,0,0,0,0,1.35,0.05,-0.05,1,0.1,-0.1,0,317.83,31.783,-31.783
OGLE-TR-182,b,OGLE-TR-182 b,Transit,0.051,0.001,-0.001,0,0,0,0,0,1.14,0.05,0,1.01,0.15,-0.15,0,320.995,47.672,-47.672
HD 202772 A,b,HD 202772 A b,Transit,0.05208,0.00064,-0.00068,0,0.038,0.042,-0.027,0,1.72,0.06,-0.07,1.017,0.07,-0.068,0,323.23311,22.2481,-21.61244
Kepler-87,b,Kepler-87 b,Transit,0.481,0.026,-0.028,0,0.036,0.009,-0.009,0,1.1,0.05,-0.05,1.02,0.028,-0.028,0,324.2,8.8,-8.8
OGLE-TR-211,b,OGLE-TR-211 b,Transit,0.051,0.001,-0.001,0,0,0,0,0,1.33,0.05,0,1.03,0.2,-0.2,0,327.351,63.563,-63.563
HATS-58 A,b,HATS-58 A b,Transit,0.05798,0.00057,-0.00057,0,0.168,0,0,1,1.46,0.04,-0.04,1.03,0.23,-0.23,0,327.3649,73.1009,-73.1009
HAT-P-42,b,HAT-P-42 b,Transit,0.0575,0.0011,-0.0011,0,0,0,0,0,1.18,0.07,-0.07,1.044,0.083,-0.083,0,331.801,26.379,-26.379
WASP-19,b,WASP-19 b,Transit,0.01634,0.00024,-0.00024,0,0.002,0.014,-0.002,0,0.9,0.04,-0.04,1.069,0.038,-0.037,0,339.76027,12.07754,-11.75971
WASP-75,b,WASP-75 b,Transit,0.0375,0.0007,-0.0008,0,0,0,0,0,1.14,0.07,-0.07,1.07,0.05,-0.05,0,340.06,15.89,-15.89
HATS-3,b,HATS-3 b,Transit,0.0485,0.0004,-0.0006,0,0,0,0,0,1.21,0.04,-0.04,1.071,0.136,-0.136,0,340.382,43.223,-43.223
HATS-14,b,HATS-14 b,Transit,0.03815,0.00032,-0.00032,0,0.142,0,0,1,0.97,0.02,-0.02,1.071,0.07,-0.07,0,340.39593,22.2481,-22.2481
WASP-171,b,WASP-171 b,Transit,0.0504,0.00083,-0.00083,0,0,0,0,0,1.17,0.06,-0.06,1.084,0.094,-0.094,0,344.52772,29.87602,-29.87602
KPS-1,b,KPS-1 b,Transit,0.0269,0.001,-0.001,0,0,0,0,0,0.89,0.09,-0.1,1.09,0.086,-0.087,0,346.4347,27.33338,-27.65121
KOI-12,b,KOI-12 b,Transit,0.154,0.004,-0.003,0,0.34,0.08,-0.07,0,1.5,0.1,-0.1,1.1,3.5,-0.8,0,349.613,1112.405,-254.264
CoRoT-19,b,CoRoT-19 b,Transit,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,1.21,0.05,-0.05,1.11,0.06,-0.06,0,352.78,19.07,-19.07
WTS-2,b,WTS-2 b,Transit,0.01855,0.00062,-0.00062,0,0,0,0,0,0.82,0.08,-0.08,1.12,0.16,-0.16,0,355.9696,50.8528,-50.8528
WASP-133,b,WASP-133 b,Transit,0.0345,0.0007,-0.0007,0,0.17,0,0,1,1.16,0.08,-0.08,1.16,0.09,-0.09,0,368.6828,28.6047,-28.6047
HAT-P-37,b,HAT-P-37 b,Transit,0.0379,0.0006,-0.0006,0,0.058,0.038,-0.038,0,0.93,0.04,0,1.169,0.103,-0.103,0,371.528,32.735,-32.735
HD 2685,b,HD 2685 b,Transit,0.0568,0.0006,-0.0006,0,0.091,0.039,-0.047,0,1.43,0.05,-0.04,1.17,0.12,-0.12,0,371.8611,38.1396,-38.1396
KELT-18,b,KELT-18 b,Transit,0.0455,0.00067,-0.00069,0,0,0,0,0,1.52,0.07,-0.07,1.18,0.11,-0.11,0,375.0394,34.9613,-34.9613
WASP-121,b,WASP-121 b,Transit,0.02544,0.00049,-0.0005,0,0,0,0,0,1.35,0.08,-0.08,1.183,0.064,-0.062,0,375.99289,20.34112,-19.70546
WASP-4,b,WASP-4 b,Transit,0.0226,0.0007,-0.0008,0,0,0,0,0,0.86,0.08,-0.09,1.186,0.09,-0.098,0,376.94638,28.6047,-31.14734
XO-5,b,XO-5 b,Transit,0.0515,0.0005,-0.0005,0,0,0,0,0,1.04,0.03,-0.03,1.19,0.03,-0.03,0,378.2,9.53,-9.53
Qatar-9,b,Qatar-9 b,Transit,0.0234,0.0003,-0.0003,0,0,0,0,0,0.72,0.02,-0.02,1.19,0.16,-0.16,0,378.2177,50.8528,-50.8528
HATS-33,b,HATS-33 b,Transit,0.03727,0.00037,-0.00037,0,0.08,0,0,1,1.06,0.03,-0.03,1.192,0.053,-0.053,0,378.85336,16.84499,-16.84499
PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,0.0044,0,0,0,0.06,0,0,1,1.4,0,0,1.2,0,0,-1,382.8,0,0
TOI 163,b,TOI 163 b,Transit,0.058,0.0014,-0.0014,0,0,0,0,0,1.44,0.03,-0.03,1.22,0.12,-0.12,0,387.7526,38.1396,-38.1396
HATS-35,b,HATS-35 b,Transit,0.03199,0.00033,-0.00033,0,0.306,0,0,1,1.32,0.04,-0.04,1.222,0.078,-0.078,0,388.38826,24.79074,-24.79074
WASP-119,b,WASP-119 b,Transit,0.0363,0.0007,-0.0007,0,0.058,0,0,1,1.02,0.06,-0.06,1.23,0.08,-0.08,0,390.9309,25.4264,-25.4264
WASP-130,b,WASP-130 b,Transit,0.1012,0.0014,-0.0014,0,0,0,0,0,1.04,0.04,-0.04,1.23,0.04,-0.04,0,390.9309,12.7132,-12.7132
K2-237,b,K2-237 b,Transit,0.0353,0.0012,-0.0012,0,0,0,0,0,1.23,0.05,-0.05,1.236,0.044,-0.044,0,392.83788,13.98452,-13.98452
WASP-85 A,b,WASP-85 A b,Transit,0.039,0.001,-0.001,0,0,0,0,0,1.09,0.08,-0.08,1.265,0.065,-0.065,0,402.05495,20.65895,-20.65895
Kepler-428,b,Kepler-428 b,Transit,0.0433,0.0009,-0.0009,0,0.22,0,0,1,0.87,0.05,-0.05,1.27,0.19,-0.19,0,403.63,60.39,-60.39
